ID;name;Age;Gender;Color1;Color2;Size;Breed;Date_found;Adoptable_from;Posted;Coat;Neutered;HouseBroker;likes_people;likes_children;get_along_males;get_along_females;get_along_cats;keep_in;;;;;;;;;;;;;;;;;;;;;;;
21;Panni;6.58;female;brown;;small;Unknown Mix;6/16/2013;6/16/2013;6/23/2013;short;no;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
395;Mekkon;6.75;male;brown;;medium;German Shepherd Dog Mix;05/01/2013;05/01/2013;5/28/2013;short;;;;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
6419;"""Björn""";6.75;male;black;;medium;Labrador Retriever Mix;06/05/2013;06/05/2013;06/07/2013;short;no;;yes;yes;;;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
15;Barnabás;6.75;male;brown;white;medium;Unknown Mix;3/14/2013;3/14/2013;8/16/2013;wirehaired;yes;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
18;Peti;7.42;male;brown;;medium;German Pointer Mix;9/15/2013;9/15/2013;10/08/2013;short;yes;;yes;yes;yes;yes;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
1195;Chuby;12.5;female;gray;;medium;Havanese, Puli, Pumi Mix;5/28/2013;5/28/2013;5/29/2013;long;yes;;yes;;yes;yes;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
392;Kiki;8.5;female;black;white;small;Unknown Mix;05/01/2014;05/01/2014;5/30/2014;short;no;yes;yes;yes;yes;;;flat;;;;;;;;;;;;;;;;;;;;;;;
22;Dezsõ;6.08;female;black;;medium;Unknown Mix;12/29/2013;12/29/2013;12/30/2013;short;no;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
24;Lucky;7.25;male;brown;;small;Unknown Mix;11/10/2012;11/10/2012;06/03/2013;long;no;;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
17;Brúnó;6.5;male;tricolor;;small;Bernese Mountain Dog, Dachshund Mix;9/15/2013;9/15/2013;10/07/2013;medium;no;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
19;Marina;6.33;female;black;;medium;Schnauzer Mix;8/15/2015;8/15/2015;9/16/2015;medium;yes;no;yes;;yes;yes;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
23;Pongó;16.17;male;brown;white;large;Unknown Mix;01/01/2010;01/01/2010;9/23/2013;short;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;Jamie;7.92;male;black;;medium;Unknown Mix;05/01/2013;05/01/2013;5/28/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;Kisvárdai Keve;7.17;male;yellow;brown;medium;Greyhound Mix;5/24/2013;5/24/2013;5/27/2013;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
14;Balázs;6.75;male;striped;;medium;Unknown Mix;3/14/2013;3/14/2013;8/16/2013;wirehaired;yes;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
20;Szergely;7;male;black;brown;medium;Unknown Mix;4/26/2013;4/26/2013;06/03/2013;medium;;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
394;Muffin;5.92;male;brown;;large;Unknown Mix;05/01/2014;05/01/2014;5/30/2014;short;no;yes;yes;yes;yes;yes;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
30;Rudy;9.33;male;spotty;;medium;Staffordshire Terrier Mix;5/30/2013;5/30/2013;5/31/2013;short;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
16;Bozont;8.17;male;black;;medium;Schnauzer Mix;9/15/2013;9/15/2013;10/07/2013;wirehaired;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
388;Henry;7;male;black;;medium;Unknown Mix;05/09/2013;05/09/2013;5/13/2013;short;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
379;Fülöp;8.5;male;black;;medium;Puli Mix;4/18/2013;4/18/2013;4/18/2013;long;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;Jimboo;11.67;male;white;;medium;Dogo Argentino;4/28/2013;4/28/2013;5/25/2013;short;;;yes;yes;no;no;no;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
6349;Rosso;8.58;male;red;;medium;Unknown Mix;4/17/2013;4/17/2013;4/28/2013;medium;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
380;Dufi;7.75;male;white;;medium;Unknown Mix;4/18/2013;4/18/2013;4/18/2013;short;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
508;Lotár;9.17;male;sable;;medium;German Shepherd Dog;01/02/2014;01/02/2014;01/02/2014;short;;;;yes;;yes;;;;;;;;;;;;;;;;;;;;;;;;;
931;Viktor;10;male;white;;small;Dachshund Mix;06/08/2014;07/01/2014;7/26/2019;short;no;;yes;;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
786;Panni;3.75;male;striped;;medium;German Shepherd Dog, Greyhound Mix;8/31/2017;8/31/2017;8/31/2017;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
6369;Beagle Fiú;8.58;male;tricolor;;medium;Beagle;05/11/2013;05/11/2013;05/12/2013;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
382;Shoko;7.92;male;black;;medium;Unknown Mix;4/25/2013;4/25/2013;4/29/2013;medium;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
27;Talált Spicc;11.58;male;white;;small;Spitz;04/08/2013;04/08/2013;4/22/2013;long;no;yes;yes;;;;;flat;;;;;;;;;;;;;;;;;;;;;;;
389;Bobby;7.92;male;black;;medium;Unknown Mix;05/09/2013;05/09/2013;5/13/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
384;Carita;7.58;female;yellow;brown;medium;Unknown Mix;4/25/2013;4/25/2013;4/29/2013;medium;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
321;Kisvárdai Kolos;7.17;male;yellow;brown;medium;Greyhound Mix;5/24/2013;5/24/2013;5/27/2013;short;yes;no;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
6350;Einstein;8.08;male;gray;;medium;Pumi Mix;4/25/2013;4/25/2013;4/29/2013;medium;no;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
922;Gyáli Csipi;12.42;female;yellow;brown;medium;Unknown Mix;04/09/2013;04/09/2013;05/07/2013;short;;;yes;;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
516;Mumus;10.92;female;black;brown;medium;Unknown Mix;01/03/2014;01/03/2014;01/03/2014;short;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
507;Betty;9.75;male;black;tan;medium;Unknown Mix;03/05/2015;03/05/2015;1/27/2016;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
920;Picurella;14.67;female;black;white;small;Unknown Mix;04/08/2013;04/08/2013;05/07/2013;short;yes;yes;yes;;;;;flat;;;;;;;;;;;;;;;;;;;;;;;
6395;;6.92;female;brown;;small;Unknown Mix;05/11/2013;05/11/2013;5/23/2013;medium;;no;no;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
351;Hopi;8.75;male;yellow;brown;medium;Unknown Mix;01/01/2013;01/01/2013;3/29/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
354;Tina;9.92;female;black;brown;medium;Cocker Spaniel;03/01/2013;03/01/2013;3/31/2013;medium;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
364;Resi;13.92;female;sable;;medium;Unknown Mix;04/10/2013;04/10/2013;04/10/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
360;Kajla;7.5;female;brown;;medium;Dachshund Mix;04/05/2013;04/05/2013;04/06/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2177;Márta;9;female;brown;white;medium;Unknown Mix;1/26/2013;1/26/2013;04/06/2013;short;;;yes;;yes;;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
366;Schnecke;7.33;male;black;brown;medium;Dachshund, German Shepherd Dog Mix;08/01/2012;1/29/2014;1/29/2014;medium;no;yes;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
355;Bebi;7.75;female;black;;medium;Unknown Mix;04/03/2013;04/03/2013;04/05/2013;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;Camillo;8.92;male;brown;;small;Pekingese Mix;04/11/2013;04/11/2013;4/18/2013;short;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
362;Aden;12.25;male;black;white;medium;German Pointer Mix;4/26/2013;09/11/2013;09/11/2013;short;;;yes;no;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
371;Cheryl;7.92;female;black;;medium;Unknown Mix;4/15/2013;4/15/2013;4/16/2013;short;;;;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
1937;Guszti;12.58;male;black;brown;medium;Dachshund Mix;4/16/2013;4/16/2013;4/17/2013;wirehaired;;;yes;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
368;Bogi;7.67;female;black;;medium;Dachshund Mix;4/15/2013;4/15/2013;4/16/2013;short;;;;yes;;;yes;;;;;;;;;;;;;;;;;;;;;;;;
348;Adele;9.08;female;brown;white;medium;Unknown Mix;07/10/2013;10/29/2013;10/29/2013;short;no;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
378;Xanto;9.83;male;black;;medium;Puli Mix;4/18/2013;4/18/2013;4/18/2013;long;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
82;Tina;8.08;female;brown;white;large;Kuvasz, Labrador Retriever Mix;04/02/2013;04/02/2013;04/02/2013;short;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
367;Geri;9.92;male;spotty;;medium;Unknown Mix;4/15/2013;4/15/2013;4/16/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;Jonny;7.42;male;brown;;medium;German Pointer Mix;9/15/2013;9/15/2013;10/08/2013;short;yes;;yes;yes;yes;yes;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
504;Ria;4.67;male;brown;;medium;German Shepherd Dog Mix;03/01/2019;03/01/2019;3/19/2019;short;no;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
347;Adam;9.08;male;black;white;large;American Pit Bull Terrier, Staffordshire Terrier Mix;07/10/2013;10/29/2013;10/29/2013;short;yes;;yes;;no;no;no;garden;;;;;;;;;;;;;;;;;;;;;;;
73;Rezes;6.92;female;white;;medium;Chinese Shar-Pei, Labrador Retriever Mix;05/01/2014;4/13/2015;4/13/2015;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;Borzas;10.75;male;black;;medium;Tibetan Terrier;12/17/2012;03/01/2013;03/12/2013;long;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
11;Suzy;5.75;female;black;;small;Dachshund Mix;12/01/2014;02/01/2015;2/24/2015;wirehaired;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
1;Benga;11;male;yellow;;large;Boxer;1/22/2014;04/08/2014;04/08/2014;short;yes;yes;yes;yes;no;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
9;Dani;10.08;male;black;white;large;Staffordshire Terrier Mix;12/01/2009;12/01/2009;9/23/2013;short;;;yes;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
432;Tulipán;12.67;female;red;;small;Dachshund Mix;03/05/2013;03/05/2013;3/19/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
503;Réta;5.58;male;black;white;small;Unknown Mix;4/15/2017;4/19/2017;4/19/2017;short;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
495;Anda;4.67;male;black;white;medium;Unknown Mix;3/30/2017;3/30/2017;3/30/2017;short;no;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
515;Olgi;11.83;female;golden;;medium;Spaniel Mix;1/26/2016;1/26/2016;2/13/2016;medium;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
501;Dundi;3.67;female;black;brown;medium;German Shepherd Dog Mix;3/30/2017;3/30/2017;3/30/2017;short;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
913;Grafit Grafi;7.25;male;black;tan;medium;Terrier Mix;03/01/2013;03/01/2013;03/03/2013;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2;Puli Keverék;13.25;female;red;;large;Rhodesian Ridgeback Mix;7/26/2013;7/26/2013;9/14/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5;Hevesi Palota Pincsi;12.92;female;gray;black;medium;Unknown Mix;01/01/2007;01/01/2007;9/20/2013;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2016;Tufa;7.25;male;yellow;brown;medium;Unknown Mix;03/01/2013;03/01/2013;03/03/2013;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
502;Rella;5.67;female;brown;;small;Unknown Mix;3/30/2017;3/30/2017;3/30/2017;medium;no;;yes;yes;yes;yes;;flat;;;;;;;;;;;;;;;;;;;;;;;
5;Jamie;12.92;female;gray;black;medium;Unknown Mix;01/01/2007;01/01/2007;9/20/2013;long;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6;Gyáli Tacskó Keverék;8.08;male;white;;medium;Unknown Mix;1/20/2014;1/20/2014;4/29/2014;medium;yes;yes;yes;;;;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
428;Dino;7.67;female;red;;small;Dachshund Mix;03/05/2013;03/05/2013;03/05/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;;11;male;yellow;;large;Boxer;1/22/2014;04/08/2014;04/08/2014;short;yes;yes;yes;yes;no;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3;Hevesi Keverék Kutyus;2.42;male;apricot;;medium;Dachshund, Fox Terrier Mix;06/12/2019;06/12/2019;11/24/2019;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
345;Bundy;7.83;female;black;tan;medium;German Shepherd Dog Mix;2/23/2014;2/23/2014;3/23/2014;short;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
340;Géza;9.83;female;saddle black;;medium;German Shepherd Dog Mix;08/04/2013;08/04/2013;1/21/2014;short;yes;;yes;yes;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
35;Elhagyott;8.25;female;spotty;;medium;Unknown Mix;01/01/2013;01/01/2013;2/20/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
333;Leila;8.17;female;black;white;medium;Staffordshire Terrier Mix;2/20/2013;2/20/2013;2/21/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
819;Maci;14.75;male;brown;;large;Unknown Mix;01/02/2013;01/02/2013;2/28/2013;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;Nudli;4.92;male;apricot;;medium;Bull Terrier Mix;07/07/2018;07/07/2018;10/20/2018;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
33;Mackó;7.25;female;tricolor;;large;Unknown Mix;8/23/2013;8/23/2013;8/26/2013;short;yes;;;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
31;Kisvacak;14.92;male;saddle black;;large;Unknown Mix;01/01/2006;01/01/2006;9/24/2013;medium;yes;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
825;Beni;18.75;male;black;white;large;Unknown Mix;12/15/2012;12/15/2012;2/28/2013;short;no;;yes;;;;;garden;;;;;;;;;;;;;;;;;;;;;;;
835;Sumi;9.75;male;yellow;brown;medium;Chinese Shar-Pei;11/27/2012;11/27/2012;2/28/2013;short;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;Lady;7.75;female;apricot;;medium;Caucasian Ovtcharka Mix;12/29/2012;12/29/2012;2/23/2013;medium;;yes;yes;;yes;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
32;Tündi;8.25;female;black;white;medium;Unknown Mix;01/01/2013;01/01/2013;2/20/2013;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
334;Buzz;3.5;female;apricot;;medium;Unknown Mix;09/10/2017;09/10/2017;9/29/2018;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
332;Patrick;2.67;male;apricot;;medium;Unknown Mix;09/10/2017;09/10/2017;9/29/2018;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
338;Basel;9.25;male;black;;medium;Dachshund, Spaniel Mix;2/25/2013;2/25/2013;2/27/2013;short;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
342;Tuna;10.92;female;striped;;medium;Unknown Mix;2/26/2013;2/26/2013;2/27/2013;short;;;;;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
37;Gina;12.58;female;brown;;medium;Unknown Mix;07/01/2012;07/01/2012;03/01/2013;short;yes;;yes;;yes;no;;garden;;;;;;;;;;;;;;;;;;;;;;;
326;Felicia;3.58;female;apricot;;medium;Bull Terrier Mix;09/10/2017;09/10/2017;08/11/2018;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;Kendy Babák;7.08;male;black;;medium;Unknown Mix;01/01/2013;01/01/2013;2/20/2013;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
30;Piff;9.33;male;spotty;;medium;Staffordshire Terrier Mix;5/30/2013;5/30/2013;5/31/2013;short;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
403;Vuki;7.75;male;red;;medium;Unknown Mix;02/01/2013;02/01/2013;2/25/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27;Gömbi;11.58;male;white;;small;Spitz;04/08/2013;04/08/2013;4/22/2013;long;no;yes;yes;;;;;flat;;;;;;;;;;;;;;;;;;;;;;;
397;Juci;5.75;female;brown;white;small;Unknown Mix;05/01/2014;05/01/2014;5/30/2014;medium;no;yes;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
898;Grafit Bessó;12.5;female;black;;medium;Unknown Mix;1/23/2013;1/23/2013;02/05/2013;short;yes;;;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
2;Foltos;13.25;female;red;;large;Rhodesian Ridgeback Mix;7/26/2013;7/26/2013;9/14/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;Missy;7;female;white;;medium;Unknown Mix;01/01/2013;01/01/2013;2/20/2013;medium;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
485;Lidérc;7.42;male;yellow;brown;medium;Staffordshire Terrier Mix;1/22/2013;03/04/2013;02/01/2013;short;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
899;Grafit Dakar;7.25;male;yellow;;medium;Unknown Mix;1/23/2013;1/23/2013;02/05/2013;short;yes;;;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
900;Grafit Damian;7.25;male;black;;medium;Unknown Mix;1/23/2013;1/23/2013;02/05/2013;short;;;;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
29;Pici;14.42;male;brown;white;large;Unknown Mix;01/01/2010;01/01/2010;9/24/2013;short;;;yes;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
23;Mizo;16.17;male;brown;white;large;Unknown Mix;01/01/2010;01/01/2010;9/23/2013;short;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
25;Picur;7.17;male;black;white;medium;Siberian Husky Mix;9/17/2013;9/17/2013;9/23/2013;short;no;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
489;Gömbi;3.17;male;yellow;brown;small;Unknown Mix;02/10/2017;02/10/2017;02/10/2017;short;no;;yes;yes;yes;yes;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
24;Mizo;7.25;male;brown;;small;Unknown Mix;11/10/2012;11/10/2012;06/03/2013;long;no;;yes;yes;;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
72;;9.42;female;brown;white;small;Pekingese;02/09/2013;02/09/2013;2/13/2013;medium;no;;yes;yes;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
514;Junior;5.92;male;black;white;medium;Spaniel Mix;12/26/2015;12/26/2015;2/13/2016;medium;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;Betty;12.92;female;spotty;;medium;Unknown Mix;02/02/2013;02/02/2013;02/03/2013;medium;;;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;
26;Lili;7.08;female;black;white;medium;Unknown Mix;01/01/2013;01/01/2013;2/20/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;Füge;11;male;yellow;;large;Boxer;1/22/2014;04/08/2014;04/08/2014;short;yes;yes;yes;yes;no;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
3;Borisz;2.42;male;apricot;;medium;Dachshund, Fox Terrier Mix;06/12/2019;06/12/2019;11/24/2019;short;yes;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
60;Héra;11.67;female;black;white;medium;German Pointer Mix;2/20/2013;2/20/2013;2/20/2013;wirehaired;;;yes;yes;yes;yes;yes;garden;;;;;;;;;;;;;;;;;;;;;;;
64;Marley;11.5;male;black;;large;Unknown Mix;06/09/2009;1/23/2013;1/23/2013;long;yes;;yes;yes;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
463;Grimbusz;12.83;female;black;;medium;English Cocker Spaniel Mix;1/30/2015;1/30/2015;04/09/2015;medium;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
460;Niga;8.92;male;black;;medium;Labrador Retriever Mix;11/30/2012;1/30/2013;1/20/2013;short;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
462;Kántor;7.83;female;brown;white;small;Dachshund Mix;9/13/2013;9/13/2013;1/16/2014;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
469;Tódor;16.92;male;sable;;large;German Shepherd Dog Mix;12/27/2012;02/10/2013;1/21/2013;medium;;yes;yes;yes;;;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
466;Nedda;5;male;black;;medium;Unknown Mix;11/13/2016;11/13/2016;11/13/2016;wirehaired;yes;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
59;Moncsi;10.25;female;black;white;large;Unknown Mix;05/04/2010;1/23/2013;1/23/2013;short;yes;;yes;yes;yes;;;garden;;;;;;;;;;;;;;;;;;;;;;;
484;Bartók;9;male;red;;medium;Unknown Mix;1/22/2013;2/20/2013;02/01/2013;medium;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
70;Totó;11.42;male;black;brown;small;Pekingese Mix;11/10/2012;11/10/2012;02/01/2013;medium;no;;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
465;Nuba;6.83;male;brown;;large;Hound Mix;12/19/2013;12/19/2013;1/16/2014;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
476;Tequila;16.92;male;red;;small;Dachshund Mix;01/09/2013;02/10/2013;1/22/2013;short;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
479;Ambra;16.92;male;gray;white;large;Siberian Husky Mix;01/03/2013;2/15/2013;1/22/2013;medium;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
307;Linda;11.67;male;gray;black;large;Sarplaninac;11/12/2013;1/14/2014;01/11/2014;long;yes;;yes;;;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
461;Barnabu;13.92;male;yellow;brown;large;Akita, German Shepherd Dog Mix;12/06/2012;02/10/2013;1/20/2013;short;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
61;Lori;10.42;female;yellow;brown;medium;Unknown Mix;10/25/2009;1/23/2013;1/23/2013;medium;yes;;yes;yes;yes;;;garden;;;;;;;;;;;;;;;;;;;;;;;
471;Pulcsi;16.92;male;white;;medium;Puli Mix;11/28/2012;1/30/2013;1/21/2013;long;;yes;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
65;Pákó;11.67;male;black;;large;Unknown Mix;1/20/2009;1/23/2013;1/23/2013;long;no;;yes;;no;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
474;Vincent;7.67;male;saddle black;;medium;Unknown Mix;9/20/2012;1/30/2013;1/21/2013;medium;;yes;yes;yes;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
313;Bubu;8.92;male;brown;;medium;Staffordshire Terrier Mix;1/31/2013;1/31/2013;02/01/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
63;Bogi;15.92;male;yellow;brown;medium;Dachshund, Golden Retriever Mix;03/01/2014;03/01/2014;4/30/2014;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
47;Baltazár;9.92;male;black;;large;Unknown Mix;8/30/2012;8/30/2012;12/29/2012;medium;;;yes;yes;yes;yes;;;;;;;;;;;;;;;;;;;;;;;;;
55;Valcsi;9.58;female;black;white;medium;Unknown Mix;7/16/2010;01/06/2013;01/06/2013;short;yes;;;;yes;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
56;Báró;11.92;male;gray;white;large;Unknown Mix;01/01/2008;01/01/2008;12/17/2013;short;yes;;;;yes;yes;;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
45;Maszat;11.33;female;apricot;;small;Terrier Mix;8/19/2012;8/19/2012;12/29/2012;short;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;Frakk;10.42;male;brown;;large;Vizsla Mix;01/11/2013;01/11/2013;1/14/2013;short;;;yes;;;yes;;garden;;;;;;;;;;;;;;;;;;;;;;;
293;Matzo;4.83;female;yellow;brown;medium;Unknown Mix;09/10/2015;9/19/2015;9/23/2015;short;yes;yes;yes;yes;yes;yes;yes;flat;;;;;;;;;;;;;;;;;;;;;;;
14;Many;6.75;male;striped;;medium;Unknown Mix;3/14/2013;3/14/2013;8/16/2013;wirehaired;yes;;yes;yes;yes;yes;yes;both flat and garden;;;;;;;;;;;;;;;;;;;;;;;
44;Terry;15.92;male;black;white;medium;Fox Terrier Mix;8/19/2012;8/19/2012;12/29/2012;short;;;yes;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;Candy;9.92;female;sable;;medium;Dachshund Mix;01/11/2013;01/11/2013;01/11/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Örökbeadó Nap: Jan.. Illatos Út;6.92;male;apricot;;medium;Unknown Mix;1/14/2013;1/14/2013;1/14/2013;short;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
